message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.834080])";"30";"turtle3";"1726388252.864070523";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.854656])";"30";"turtle3";"1726388252.880297086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.875232])";"30";"turtle3";"1726388252.896486756";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.895808])";"30";"turtle3";"1726388252.912725322";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.916384])";"30";"turtle3";"1726388252.928026598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.936960])";"30";"turtle3";"1726388252.944157492";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.957536])";"30";"turtle3";"1726388252.960192284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.978112])";"30";"turtle3";"1726388252.976029585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=8.998688])";"30";"turtle3";"1726388252.992031964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.019264])";"30";"turtle3";"1726388253.008026896";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.039840])";"30";"turtle3";"1726388253.024043025";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.060416])";"30";"turtle3";"1726388253.040207154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.080992])";"30";"turtle3";"1726388253.056287554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.101568])";"30";"turtle3";"1726388253.072287958";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.122144])";"30";"turtle3";"1726388253.088453033";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.142720])";"30";"turtle3";"1726388253.104843310";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.163296])";"30";"turtle3";"1726388253.120739143";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.183872])";"30";"turtle3";"1726388253.136991699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.204447])";"30";"turtle3";"1726388253.152366650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.225023])";"30";"turtle3";"1726388253.168653321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.245599])";"30";"turtle3";"1726388253.184054358";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.024508, y=9.266175])";"30";"turtle3";"1726388253.200410857";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.034955])";"30";"turtle2";"1726388250.680632765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.034955])";"30";"turtle1";"1726388250.675496312";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.054736])";"30";"turtle2";"1726388250.697185176";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.054736])";"30";"turtle1";"1726388250.690790247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.074518])";"30";"turtle2";"1726388250.713071163";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.074518])";"30";"turtle1";"1726388250.707061633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.094299])";"30";"turtle2";"1726388250.728497337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.094299])";"30";"turtle1";"1726388250.722946635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.114080])";"30";"turtle2";"1726388250.744615879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.114080])";"30";"turtle1";"1726388250.739019487";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.133862])";"30";"turtle2";"1726388250.760836096";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.133862])";"30";"turtle1";"1726388250.754964287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.153643])";"30";"turtle2";"1726388250.776985688";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.153643])";"30";"turtle1";"1726388250.770920368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.173424])";"30";"turtle2";"1726388250.793410229";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.173424])";"30";"turtle1";"1726388250.787025382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.193206])";"30";"turtle2";"1726388250.808837024";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.193206])";"30";"turtle1";"1726388250.803444939";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.212987])";"30";"turtle2";"1726388250.824947137";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.212987])";"30";"turtle1";"1726388250.818964064";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.232768])";"30";"turtle2";"1726388250.841157546";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.232768])";"30";"turtle1";"1726388250.835359153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.252549])";"30";"turtle2";"1726388250.856442433";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.252549])";"30";"turtle1";"1726388250.850455569";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.272331])";"30";"turtle2";"1726388250.872681901";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.272331])";"30";"turtle1";"1726388250.866671360";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.292112])";"30";"turtle2";"1726388250.888972369";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.292112])";"30";"turtle1";"1726388250.882789390";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.311893])";"30";"turtle2";"1726388250.904754921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.311893])";"30";"turtle1";"1726388250.898900717";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.331675])";"30";"turtle2";"1726388250.920767671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.331675])";"30";"turtle1";"1726388250.914749655";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.351456])";"30";"turtle2";"1726388250.936765007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.351456])";"30";"turtle1";"1726388250.930555085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.371237])";"30";"turtle2";"1726388250.952885157";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.371237])";"30";"turtle1";"1726388250.946829985";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.391019])";"30";"turtle2";"1726388250.969314211";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.391019])";"30";"turtle1";"1726388250.963397357";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.410800])";"30";"turtle2";"1726388250.984806557";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.410800])";"30";"turtle1";"1726388250.979054655";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.430581])";"30";"turtle2";"1726388251.001194346";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.430581])";"30";"turtle1";"1726388250.994481101";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.450363])";"30";"turtle2";"1726388251.016662499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.450363])";"30";"turtle1";"1726388251.010892032";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.470144])";"30";"turtle2";"1726388251.033111213";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.470144])";"30";"turtle1";"1726388251.027375055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.489925])";"30";"turtle2";"1726388251.048779920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.489925])";"30";"turtle1";"1726388251.042933287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.509707])";"30";"turtle2";"1726388251.064378409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.509707])";"30";"turtle1";"1726388251.058513516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.529488])";"30";"turtle2";"1726388251.080703892";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.529488])";"30";"turtle1";"1726388251.075026295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.549269])";"30";"turtle2";"1726388251.097199179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.549269])";"30";"turtle1";"1726388251.091002966";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.569050])";"30";"turtle2";"1726388251.113248095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.569050])";"30";"turtle1";"1726388251.106862054";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.588832])";"30";"turtle2";"1726388251.128768747";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.588832])";"30";"turtle1";"1726388251.122618648";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.608613])";"30";"turtle2";"1726388251.144887282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.608613])";"30";"turtle1";"1726388251.139412628";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.628394])";"30";"turtle2";"1726388251.160766397";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.628394])";"30";"turtle1";"1726388251.155372298";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.648176])";"30";"turtle2";"1726388251.176627382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.648176])";"30";"turtle1";"1726388251.171148633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.667957])";"30";"turtle2";"1726388251.192729398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.667957])";"30";"turtle1";"1726388251.186997021";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.687738])";"30";"turtle2";"1726388251.208925916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.687738])";"30";"turtle1";"1726388251.203380445";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.707520])";"30";"turtle2";"1726388251.225171167";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.707520])";"30";"turtle1";"1726388251.218826925";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.727301])";"30";"turtle2";"1726388251.241047716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.727301])";"30";"turtle1";"1726388251.235027008";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.747082])";"30";"turtle2";"1726388251.256676250";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.747082])";"30";"turtle1";"1726388251.251262922";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.766864])";"30";"turtle2";"1726388251.272852940";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.766864])";"30";"turtle1";"1726388251.266729917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.786645])";"30";"turtle2";"1726388251.289083961";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.786645])";"30";"turtle1";"1726388251.283044247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.806426])";"30";"turtle2";"1726388251.304680677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.806426])";"30";"turtle1";"1726388251.298711396";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.826207])";"30";"turtle2";"1726388251.321214967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.826207])";"30";"turtle1";"1726388251.315407734";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.845989])";"30";"turtle2";"1726388251.337199762";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.845989])";"30";"turtle1";"1726388251.330571303";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.865770])";"30";"turtle2";"1726388251.353314682";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.865770])";"30";"turtle1";"1726388251.346778778";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.885551])";"30";"turtle2";"1726388251.368559804";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.885551])";"30";"turtle1";"1726388251.362789231";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.905333])";"30";"turtle2";"1726388251.384667307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.905333])";"30";"turtle1";"1726388251.379159740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.925114])";"30";"turtle2";"1726388251.400996375";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.925114])";"30";"turtle1";"1726388251.395431872";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.944895])";"30";"turtle2";"1726388251.417339179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.944895])";"30";"turtle1";"1726388251.411002742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.964677])";"30";"turtle2";"1726388251.432656477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.964677])";"30";"turtle1";"1726388251.427346929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.984458])";"30";"turtle2";"1726388251.449111151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=6.984458])";"30";"turtle1";"1726388251.442911274";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.004239])";"30";"turtle2";"1726388251.464909127";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.004239])";"30";"turtle1";"1726388251.459133916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.024021])";"30";"turtle2";"1726388251.481234271";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.024021])";"30";"turtle1";"1726388251.474578291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.043802])";"30";"turtle2";"1726388251.496558759";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.043802])";"30";"turtle1";"1726388251.490893924";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.063583])";"30";"turtle2";"1726388251.512767176";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.063583])";"30";"turtle1";"1726388251.507354162";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.083365])";"30";"turtle2";"1726388251.529265523";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.083365])";"30";"turtle1";"1726388251.522650367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.103146])";"30";"turtle2";"1726388251.545401855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.103146])";"30";"turtle1";"1726388251.539016617";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.122927])";"30";"turtle2";"1726388251.560495564";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.122927])";"30";"turtle1";"1726388251.554812415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.142708])";"30";"turtle2";"1726388251.576955395";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.142708])";"30";"turtle1";"1726388251.570722895";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.162490])";"30";"turtle2";"1726388251.592974535";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.162490])";"30";"turtle1";"1726388251.587476421";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.182271])";"30";"turtle2";"1726388251.609166309";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.182271])";"30";"turtle1";"1726388251.602977747";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.202052])";"30";"turtle2";"1726388251.625164143";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.202052])";"30";"turtle1";"1726388251.618983364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.221834])";"30";"turtle2";"1726388251.641178286";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.221834])";"30";"turtle1";"1726388251.635204172";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.241615])";"30";"turtle2";"1726388251.657136624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.241615])";"30";"turtle1";"1726388251.650434765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.261396])";"30";"turtle2";"1726388251.673136502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.261396])";"30";"turtle1";"1726388251.666624700";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.281178])";"30";"turtle2";"1726388251.689117318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.281178])";"30";"turtle1";"1726388251.682735110";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.300959])";"30";"turtle2";"1726388251.705318777";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.300959])";"30";"turtle1";"1726388251.698783334";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.320740])";"30";"turtle2";"1726388251.720440632";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.320740])";"30";"turtle1";"1726388251.714863456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.340522])";"30";"turtle2";"1726388251.736510645";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.340522])";"30";"turtle1";"1726388251.730930012";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.360303])";"30";"turtle2";"1726388251.752582346";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.360303])";"30";"turtle1";"1726388251.746943533";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.380084])";"30";"turtle2";"1726388251.768907113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.380084])";"30";"turtle1";"1726388251.763032036";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.399866])";"30";"turtle2";"1726388251.785246527";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.399866])";"30";"turtle1";"1726388251.779144133";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.419647])";"30";"turtle2";"1726388251.800677071";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.419647])";"30";"turtle1";"1726388251.794572278";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.439428])";"30";"turtle2";"1726388251.817161911";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.439428])";"30";"turtle1";"1726388251.810882363";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.459209])";"30";"turtle2";"1726388251.832578862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.459209])";"30";"turtle1";"1726388251.827145703";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.478991])";"30";"turtle2";"1726388251.848897595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.478991])";"30";"turtle1";"1726388251.843352277";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.498772])";"30";"turtle2";"1726388251.865159818";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.498772])";"30";"turtle1";"1726388251.858530590";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.518553])";"30";"turtle2";"1726388251.881235148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.518553])";"30";"turtle1";"1726388251.874457042";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.538335])";"30";"turtle2";"1726388251.897003209";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.538335])";"30";"turtle1";"1726388251.891348092";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.558116])";"30";"turtle2";"1726388251.912984369";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.558116])";"30";"turtle1";"1726388251.907096865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.577897])";"30";"turtle2";"1726388251.928903279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.577897])";"30";"turtle1";"1726388251.922915587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.597679])";"30";"turtle2";"1726388251.945113170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.597679])";"30";"turtle1";"1726388251.938843634";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.617460])";"30";"turtle2";"1726388251.961229898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.617460])";"30";"turtle1";"1726388251.955141101";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.637241])";"30";"turtle2";"1726388251.977450378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.637241])";"30";"turtle1";"1726388251.971284319";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.657023])";"30";"turtle2";"1726388251.992676078";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.657023])";"30";"turtle1";"1726388251.986934341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.676804])";"30";"turtle2";"1726388252.008785036";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.676804])";"30";"turtle1";"1726388252.002870311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.696585])";"30";"turtle2";"1726388252.025010124";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.696585])";"30";"turtle1";"1726388252.019195679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.716367])";"30";"turtle2";"1726388252.041030385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.025154, y=7.716367])";"30";"turtle1";"1726388252.035118558";"./src/turtle.cpp:update:260"
